Mod:Item:MetaData, Localized Name
srparasites:itemmobspawner_omboo, Призыв - Лёгкий бомбардировщик 
srparasites:itemmobspawner_esor, Призыв -  Мародёр
srparasites:itemmobspawner_orch, Spawn Monarch 
srparasites:itemmobspawner_flog, Призыв -  Ворчун
srparasites:itemmobspawner_jinjo, Spawn Heavy Bomber
srparasites:itemmobspawner_pheon, Spawn Haunter
srparasites:itemmobspawner_vesta, Spawn Colony Carrier
srparasites:itemmobspawner_lencia, Spawn Bogle
srparasites:itemmobspawner_elvia, Spawn Wraith
srparasites:itemmobspawner_oronco, Призыв -  Древний Дредноут
srparasites:itemmobspawner_terla, Призыв -  Древний Владыка
srparasites:itemmobspawner_pod, Spawn Pod
srparasites:weapon_scythe, Живая коса
srparasites:weapon_scythe_sentient, Разумная коса
srparasites:weapon_axe, Разумный большой топор
srparasites:weapon_axe_sentient, Разумный большой топор
srparasites:weapon_sword, Living Sword
srparasites:weapon_sword_sentient, Sentient Greatsword
srparasites:weapon_cleaver, Living Cleaver
srparasites:weapon_cleaver_sentient, Sentient Greatcleaver
srparasites:weapon_bow, Живой лук
srparasites:weapon_bow_sentient, Разумный лук
srparasites:armor_helm, Living Helm
srparasites:armor_chest, Living Chest
srparasites:armor_pants, Living Pants
srparasites:armor_boots, Living Boots
srparasites:armor_helm_sentient, Sentient Helm
srparasites:armor_chest_sentient, Sentient Chest
srparasites:armor_pants_sentient, Sentient Pants
srparasites:armor_boots_sentient, Sentient Boots
srparasites:infestedstain, Заражённая земля
srparasites:infestremain, Заражённый осадок
srparasites:infestedtrunk, Заражённое бревно
srparasites:infestedrubble, Заражённый камень
srparasites:infestedbush:0, Заражённые вены
srparasites:infestedbush:1, Заражённые вены
srparasites:infestedbush:2, Заражённые вены
srparasites:infestedbush:3, Заражённые вены
srparasites:infestedbush:4, Заражённые вены
srparasites:infestedbush:5, Заражённые вены
srparasites:biomeheart, Ядро паразитического биома
srparasites:colonyheart, Ядро паразитической колонии
srparasites:biomepurifier, Очиститель биомов
srparasites:parasitebush:0, Паразитическая сеть
srparasites:parasitebush:1, Nerve Ringlet
srparasites:parasitebush:2, Паразитическая везикула
srparasites:parasitebush:3, tile.srparasites.parasitebush_eye.name
srparasites:parasitebush:4, tile.srparasites.parasitebush_tooh.name
srparasites:parasitecanister:0, Паразитический мешок
srparasites:parasitecanister:1, Паразитическая киста
srparasites:parasitecanister:2, Паразитическая опухоль
srparasites:parasitecanister:3, Паразитическая сумка
srparasites:parasitetrunk:0, Паразитическое бревно
srparasites:parasitetrunk:1, Паразитическое бревно
srparasites:parasitetrunk:2, Паразитическое бревно
srparasites:parasitestain:0, Паразитическая земля
srparasites:parasitestain:1, Паразитическая грязь
srparasites:parasitestain:2, Паразитическая плоть
srparasites:parasitestain:3, Паразитические вены
srparasites:parasiterubble:0, Паразитическая концентрированная плоть
srparasites:parasiterubble:1, Паразитическая концентрированная кость
srparasites:parasiterubble:2, Паразитический Камень
srparasites:parasitestructure, Незавершённая структура паразитической колонии
srparasites:parasitethin, Паразитическое тонкое бревно
srparasites:parasitesapling:0, Паразитический саженец
srparasites:parasitesapling:1, Паразитический саженец
srparasites:parasitesapling:2, Паразитический саженец
srparasites:parasitemouth, Паразитический рот
srparasites:parasiterubbledense:0, Прессованный паразитический камень
srparasites:parasiterubbledense:1, Прессованный паразитический биомный камень
srparasites:parasiterubbledense:2, Прессованный паразитический камень колонии
srparasites:parasiterubble_bonestairs, Ступеньки из паразитической концентрированной кости
srparasites:parasitestain_fleshstairs, Ступеньки из Паразитической плоти
srparasites:parasiterubble_slabhalf:0, Паразитический полублок
srparasites:parasitetendril, Паразитический усик
srparasites:parasitefog, Туман
srparasites:srpweb:0, Web
srparasites:srpweb:1, Web
srparasites:srpweb:2, Web
srparasites:evolutionlure:0, Приманка (Ослабленная)
srparasites:evolutionlure:1, Приманка (Слабая)
srparasites:evolutionlure:2, Приманка (Тонкая)
srparasites:evolutionlure:3, Приманка (Стабильная)
srparasites:evolutionlure:4, Приманка (Существенная)
srparasites:evolutionlure:5, Приманка (Концентрированная)
srparasites:evolutionlure:6, Приманка (Концентрированная+)
srparasites:evolutionlure:7, Приманка (Концентрированная++)
srparasites:tunnel, Tunnel
srparasites:gore:0, Усвоенные останки
srparasites:gore:1, Усвоенные останки
srparasites:gore:2, Примитивные останки
srparasites:gore:3, Примитивные останки
srparasites:gore:4, Адаптированные останки
srparasites:gore:5, Адаптированные останки
srparasites:gore:6, Чистые останки
srparasites:gore:7, Чистые останки
srparasites:gore:8, Assimilated Remains
srparasites:gore:9, Primitive Remains
srparasites:gore:10, Adapted Remains
srparasites:gore:11, Pure Remains
srparasites:canisteractive, Gluttonous Cyst
srparasites:dispatchern, Dispatcher Nidus
mo:potasium, Potassium
mo:sulfur, Sulfur
mo:potassium_stone_block, Potassium Stone
mo:sulfur_ore_block, Sulfur Ore
mo:sulfur_ore_nether_block, Sulfur Nether Ore
jurassicraft:cultivate_bottom:0, Белый Земледелец
jurassicraft:cultivate_bottom:1, Оранжевый Земледелец
jurassicraft:cultivate_bottom:2, Пурпурный Земледелец
jurassicraft:cultivate_bottom:3, Голубой Земледелец
jurassicraft:cultivate_bottom:4, Желтый Земледелец
jurassicraft:cultivate_bottom:5, Лаймовый Земледелец
jurassicraft:cultivate_bottom:6, Розовый Земледелец
jurassicraft:cultivate_bottom:7, Серый Земледелец
jurassicraft:cultivate_bottom:8, Светло-Серый Земледелец
jurassicraft:cultivate_bottom:9, Циан Земледелец
jurassicraft:cultivate_bottom:10, Фиолетовый Земледелец
jurassicraft:cultivate_bottom:11, Синий Земледелец
jurassicraft:cultivate_bottom:12, Коричневый Земледелец
jurassicraft:cultivate_bottom:13, Зеленый Земледелец
jurassicraft:cultivate_bottom:14, Красный Земледелец
jurassicraft:cultivate_bottom:15, Черный Земледелец
jurassicraft:first_dorsal_fin_fresh:1, Чистый Первый спинной плавник: Целакант
jurassicraft:phoenix_slab:0, Плита из Феникса
jurassicraft:dna_sequencer, Последовательность ДНК
jurassicraft:araucaria_planks, Доски из Араукарии
jurassicraft:clear_glass_pane, Панели Прозрачного Стекла
jurassicraft:araucaria_sapling, Саженец Араукарии
jurassicraft:shoulder_fresh:3, Чистое Плечо: Брахиозавр
jurassicraft:shoulder_fresh:7, Чистое Плечо: Дилофозавр
jurassicraft:shoulder_fresh:9, Чистое Плечо: Галлимим
jurassicraft:shoulder_fresh:2, Чистое Плечо: Микрораптор
jurassicraft:shoulder_fresh:4, Чистое Плечо: Мусзавр
jurassicraft:tooth_fresh:3, Чистый Зуб: Брахиозавр
jurassicraft:tooth_fresh:7, Чистый Зуб: Дилофозавр
jurassicraft:tooth_fresh:2, Чистый Зуб: Микрораптор
jurassicraft:tooth_fresh:19, Чистый Зуб: Трицератопс
jurassicraft:tooth_fresh:20, Чистый Зуб: Тираннозавр
jurassicraft:tooth_fresh:0, Чистый Зуб: Велоцераптор
jurassicraft:hind_leg_bones_fresh:3, Чистые Кости задней ноги: Брахиозавр
jurassicraft:hind_leg_bones_fresh:13, Чистые Кости задней ноги: Паразауролоф
jurassicraft:hind_leg_bones_fresh:19, Чистые Кости задней ноги: Трицератопс
jurassicraft:syringe:3, Шприц: Брахиозавр
jurassicraft:syringe:1, Шприц: Целакант
jurassicraft:syringe:7, Шприц: Дилофозавр
jurassicraft:syringe:9, Шприц: Галлимим
jurassicraft:syringe:2, Шприц: Микрораптор
jurassicraft:syringe:4, Шприц: Мусзавр
jurassicraft:syringe:13, Шприц: Паразауролоф
jurassicraft:syringe:19, Шприц: Трицератопс
jurassicraft:syringe:20, Шприц: Тираннозавр
jurassicraft:syringe:0, Шприц: Велоцераптор
jurassicraft:cladochonus, tile.cladochonus.name
jurassicraft:second_dorsal_fin_fresh:1, Чистый Второй спинной плавник: Целакант
jurassicraft:small_chain_fern, Цепной Папоротник
jurassicraft:lithostrotion, tile.lithostrotion.name
jurassicraft:incubator, Инкубатор
jurassicraft:goat_cooked, Жаренная Козлятина
jurassicraft:ginkgo_log_petrified, Окаменевшее Бревно Гингко
jurassicraft:wild_potato_seeds, Семена Дикого Картофеля
jurassicraft:low_security_fence_base, Low Security Fence Base
jurassicraft:liriodendrites, Дендриты Лирио
jurassicraft:amber:0, Комар В янтаре
jurassicraft:amber:1, Тля В янтаре
jurassicraft:rhamnus_salicifolius_seeds, Семена Rhamnus Salicifolius
jurassicraft:ingen_journal:0, Журнал InGen
jurassicraft:ingen_journal:1, Журнал InGen
jurassicraft:ingen_journal:2, Журнал InGen
jurassicraft:ingen_journal:3, Журнал InGen
jurassicraft:ingen_journal:4, Журнал InGen
jurassicraft:ingen_journal:5, Журнал InGen
jurassicraft:ingen_journal:6, Журнал InGen
jurassicraft:ingen_journal:7, Журнал InGen
jurassicraft:ingen_journal:8, Журнал InGen
jurassicraft:phoenix_fence, Забор из Феникса
